-- west build: running target run
[0/1] To exit from QEMU enter: 'CTRL+a, x'[QEMU] CPU: qemu32,+nx,+pae
[0mSeaBIOS (version zephyr-v1.16.3-2-0-gf8da0cc-zephyr)
Booting from ROM..
*** Booting Zephyr OS build v4.4.0-1130-g3c36361caba4 ***
Zephyr Magic Wand adaptive scheduling benchmark start
Using synthetic accelerometer input

[ML] attempt=143 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=52 exec_ms=0 lateness_ms=10 gap_ms=150 misses=14 mode=PROTECT healthy_streak=1
[ML] attempt=144 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=145 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=146 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=53 exec_ms=0 lateness_ms=10 gap_ms=200 misses=14 mode=PROTECT healthy_streak=2
[ML] attempt=147 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=148 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=149 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=150 run=33 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=54 exec_ms=0 lateness_ms=10 gap_ms=200 misses=14 mode=PROTECT healthy_streak=3
[ML] attempt=151 run=34 repeats=1 total_cycles=626686144 avg_cycles=626686144 mode=PROTECT action=RUN
[RT] run=55 exec_ms=10 lateness_ms=480 gap_ms=670 misses=15 mode=PROTECT healthy_streak=0
[ML] attempt=152 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=153 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=56 exec_ms=0 lateness_ms=10 gap_ms=130 misses=15 mode=PROTECT healthy_streak=1
[ML] attempt=154 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=155 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=156 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=57 exec_ms=0 lateness_ms=10 gap_ms=200 misses=15 mode=PROTECT healthy_streak=2
[ML] attempt=157 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=158 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=159 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[RT] run=58 exec_ms=0 lateness_ms=10 gap_ms=200 misses=15 mode=PROTECT healthy_streak=3
[ML] attempt=160 run=34 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
[ML] attempt=161 run=35 repeats=1 total_cycles=626680704 avg_cycles=626680704 mode=PROTECT action=RUN
[RT] run=59 exec_ms=10 lateness_ms=500 gap_ms=690 misses=16 mode=PROTECT healthy_streak=0
[ML] attempt=162 run=35 repeats=1 total_cycles=0 avg_cycles=0 mode=PROTECT action=SKIP
